Entity,Code,Year,Population by broad age group - Sex: all - Age: 65+ - Variant: estimates,Population by broad age group - Sex: all - Age: 25-64 - Variant: estimates,Population by broad age group - Sex: all - Age: 15-24 - Variant: estimates,Population by broad age group - Sex: all - Age: 5-14 - Variant: estimates,Population by broad age group - Sex: all - Age: 0-4 - Variant: estimates
Tajikistan,TJK,2009,248740,2774642,1679710,1776008,989503
Tajikistan,TJK,2010,244855,2873929,1700065,1777185,1025751
Tajikistan,TJK,2011,242061,2982437,1708043,1785448,1066831
Tajikistan,TJK,2012,241305,3096588,1706711,1803756,1108023
Tajikistan,TJK,2013,242911,3211914,1706021,1828576,1147190
Tajikistan,TJK,2014,246959,3327903,1704777,1863300,1183415
Tajikistan,TJK,2015,253112,3445635,1703124,1906874,1215321
Tajikistan,TJK,2016,261320,3562661,1705573,1955528,1240244
Tajikistan,TJK,2017,271255,3676303,1712065,2010123,1255783
Tajikistan,TJK,2018,282874,3787644,1720857,2071752,1265004
Tajikistan,TJK,2019,296630,3901554,1728348,2140013,1270463
Tajikistan,TJK,2020,308837,4016194,1735445,2211782,1270953
Tajikistan,TJK,2021,324022,4126431,1749361,2281240,1269024
Tanzania,TZA,1950,167984,2503135,1476649,2061134,1423503
Tanzania,TZA,1951,174178,2572135,1517106,2125715,1445670
Tanzania,TZA,1952,180582,2643032,1559292,2192965,1469411
Tanzania,TZA,1953,187183,2715727,1602828,2257129,1500849
Tanzania,TZA,1954,193978,2790419,1646939,2312545,1546445
Tanzania,TZA,1955,200962,2867190,1691636,2366833,1598960
Tanzania,TZA,1956,208137,2946153,1737655,2426167,1651899
Tanzania,TZA,1957,215527,3027563,1785579,2488201,1707352
Tanzania,TZA,1958,223134,3111380,1836052,2552558,1764553
Tanzania,TZA,1959,230946,3197448,1889989,2618601,1823189
Tanzania,TZA,1960,238971,3285702,1948251,2686164,1883379
Tanzania,TZA,1961,247292,3378129,2011747,2755151,1945573
Tanzania,TZA,1962,255922,3474180,2077740,2827444,2009339
Tanzania,TZA,1963,264804,3572187,2139477,2909058,2074637
Tanzania,TZA,1964,274020,3673965,2194023,3004988,2142564
Tanzania,TZA,1965,283596,3778426,2247194,3109177,2212215
Tanzania,TZA,1966,293492,3885407,2303738,3216110,2283189
Tanzania,TZA,1967,303759,3997013,2362888,3327242,2355389
Tanzania,TZA,1968,314982,4122285,2431665,3439337,2431700
Tanzania,TZA,1969,327719,4263336,2508958,3553075,2514699
Tanzania,TZA,1970,341885,4413679,2586496,3671823,2604307
Tanzania,TZA,1971,357461,4573554,2664354,3795807,2701041
Tanzania,TZA,1972,374553,4745680,2746496,3923361,2805614
Tanzania,TZA,1973,393279,4921944,2834259,4057104,2916924
Tanzania,TZA,1974,413334,5092831,2930019,4201155,3033984
Tanzania,TZA,1975,434411,5267192,3030889,4355574,3155757
Tanzania,TZA,1976,456596,5451273,3131613,4520691,3278746
Tanzania,TZA,1977,479900,5641974,3233390,4696262,3403102
Tanzania,TZA,1978,503824,5832436,3331322,4884585,3527848
Tanzania,TZA,1979,527605,6014110,3422515,5088236,3646180
Tanzania,TZA,1980,551061,6177507,3516054,5298946,3754092
Tanzania,TZA,1981,574535,6331083,3619932,5509873,3855509
Tanzania,TZA,1982,598012,6490123,3733019,5724546,3954224
Tanzania,TZA,1983,620805,6686040,3855278,5951256,4057344
Tanzania,TZA,1984,643040,6886944,3992292,6176998,4157909
Tanzania,TZA,1985,664619,7101768,4144819,6400178,4258251
Tanzania,TZA,1986,685360,7341437,4312417,6623246,4361813
Tanzania,TZA,1987,705294,7590039,4494463,6844610,4465018
Tanzania,TZA,1988,725126,7809887,4690392,7055614,4563133
Tanzania,TZA,1989,745833,7996253,4888741,7240344,4651728
Tanzania,TZA,1990,767231,8205917,5080971,7410022,4741883
Tanzania,TZA,1991,789281,8420343,5272591,7573029,4835662
Tanzania,TZA,1992,811902,8641199,5463752,7730499,4933377
Tanzania,TZA,1993,832345,8916693,5697280,7956997,5065703
Tanzania,TZA,1994,847793,9263295,5978592,8271265,5237386
Tanzania,TZA,1995,861289,9585237,6216068,8518021,5379458
Tanzania,TZA,1996,878503,9823296,6361862,8618378,5458690
Tanzania,TZA,1997,898416,10075985,6513121,8739303,5559028
Tanzania,TZA,1998,918460,10377151,6698445,8921715,5710730
Tanzania,TZA,1999,939091,10695311,6879348,9100464,5885562
Tanzania,TZA,2000,959696,11044239,7066777,9314128,6078866
Tanzania,TZA,2001,981322,11394285,7239707,9541044,6258108
Tanzania,TZA,2002,1005246,11744370,7398100,9772639,6433173
Tanzania,TZA,2003,1031607,12111038,7551006,10015441,6624825
Tanzania,TZA,2004,1060234,12492979,7700723,10272325,6834621
Tanzania,TZA,2005,1091219,12885428,7849906,10551139,7061814
Tanzania,TZA,2006,1125284,13287615,8000896,10857542,7290719
Tanzania,TZA,2007,1162982,13700084,8155459,11189231,7508743
Tanzania,TZA,2008,1205115,14115982,8299159,11539463,7711168
Tanzania,TZA,2009,1253262,14519933,8409643,11889914,7885190
Tanzania,TZA,2010,1307488,14940247,8539698,12281422,8041675
Tanzania,TZA,2011,1366564,15395743,8735990,12723473,8194263
Tanzania,TZA,2012,1429784,15868929,8972208,13174310,8340905
Tanzania,TZA,2013,1493425,16368549,9243411,13638084,8510177
Tanzania,TZA,2014,1553726,16895272,9545497,14101596,8718459
Tanzania,TZA,2015,1613267,17461342,9905027,14595925,8967265
Tanzania,TZA,2016,1674550,18061744,10322979,15094285,9248245
Tanzania,TZA,2017,1737073,18675700,10762615,15542597,9549054
Tanzania,TZA,2018,1801464,19287624,11212674,15952581,9836101
Tanzania,TZA,2019,1868329,19895480,11677311,16349208,10082257
Tanzania,TZA,2020,1929923,20534304,12165973,16761954,10312368
Tanzania,TZA,2021,1982485,21221284,12655374,17191888,10537304
Thailand,THA,1950,656219,7037955,4112450,5257175,3347839
Thailand,THA,1951,666100,7195311,4228319,5323669,3501172
Thailand,THA,1952,675668,7367615,4345411,5395536,3659715
Thailand,THA,1953,684863,7550645,4457936,5477248,3823991
Thailand,THA,1954,694240,7742402,4559575,5592225,3981356
Thailand,THA,1955,704397,7943681,4649216,5752950,4123724
Thailand,THA,1956,715104,8153301,4730783,5944427,4261718
Thailand,THA,1957,726036,8369847,4807595,6161190,4397528
Thailand,THA,1958,737848,8590746,4877322,6400845,4528508
Thailand,THA,1959,752173,8822201,4941797,6663034,4661119
Thailand,THA,1960,770836,9070935,5009417,6945111,4800290
Thailand,THA,1961,795024,9338184,5081780,7240347,4944630
Thailand,THA,1962,823209,9621192,5160693,7541746,5095330
Thailand,THA,1963,852806,9910235,5251073,7848805,5251204
Thailand,THA,1964,882975,10197439,5374428,8152416,5406315
Thailand,THA,1965,913949,10482401,5541789,8446087,5556049
Thailand,THA,1966,945505,10766216,5738456,8738600,5694977
Thailand,THA,1967,976983,11050257,5959275,9034651,5818173
Thailand,THA,1968,1008505,11337619,6205747,9332780,5922706
Thailand,THA,1969,1041527,11633420,6475254,9630122,6007260
Thailand,THA,1970,1077397,11950069,6764664,9926058,6073540
Thailand,THA,1971,1116469,12287927,7066324,10216602,6120676
Thailand,THA,1972,1158207,12652122,7375085,10499470,6149502
Thailand,THA,1973,1202133,13047122,7693452,10771543,6158815
Thailand,THA,1974,1248038,13474875,8006217,11025161,6146670
Thailand,THA,1975,1295453,13938225,8304079,11255031,6115682
Thailand,THA,1976,1344594,14422386,8594860,11456059,6064229
Thailand,THA,1977,1394640,14938470,8892320,11625142,5993225
Thailand,THA,1978,1444815,15492309,9198025,11757364,5914203
Thailand,THA,1979,1495561,16070126,9502428,11849397,5842582
Thailand,THA,1980,1548535,16679837,9807982,11905197,5796204
Thailand,THA,1981,1604521,17318086,10108685,11922939,5773056
Thailand,THA,1982,1663123,17981428,10400902,11902190,5752698
Thailand,THA,1983,1725088,18681988,10687729,11852903,5722859
Thailand,THA,1984,1792592,19416988,10959120,11790005,5678027
Thailand,THA,1985,1867555,20179248,11206444,11732649,5609034
Thailand,THA,1986,1949894,20965548,11423111,11678377,5525165
Thailand,THA,1987,2040091,21779006,11605290,11606971,5447825
Thailand,THA,1988,2137727,22622376,11751469,11515893,5383491
Thailand,THA,1989,2242980,23474520,11852659,11414679,5339173
Thailand,THA,1990,2349466,24486876,11821383,11261887,5308797
Thailand,THA,1991,2456671,25594436,11671778,11106376,5270611
Thailand,THA,1992,2573109,26710352,11444080,11006323,5205157
Thailand,THA,1993,2698862,27882060,11132400,10937604,5125154
Thailand,THA,1994,2831349,29023768,10796371,10899317,5059209
Thailand,THA,1995,2966676,30061676,10509080,10876819,5010584
Thailand,THA,1996,3105945,30981502,10306292,10846092,4971269
Thailand,THA,1997,3262034,31832376,10178239,10775968,4940489
Thailand,THA,1998,3443583,32586284,10129230,10686124,4899994
Thailand,THA,1999,3642223,33251508,10136513,10605162,4807245
Thailand,THA,2000,3847442,33807510,10240357,10512252,4659042
Thailand,THA,2001,4054262,34282308,10409379,10395650,4508292
Thailand,THA,2002,4262230,34757570,10538720,10274118,4389942
Thailand,THA,2003,4477104,35247520,10604626,10148872,4298837
Thailand,THA,2004,4712712,35746612,10602996,10009736,4239108
Thailand,THA,2005,4965382,36244976,10559123,9855764,4196117
Thailand,THA,2006,5203618,36779916,10485744,9697750,4152500
Thailand,THA,2007,5411082,37385520,10360210,9552728,4117210
Thailand,THA,2008,5603881,37999596,10211423,9416502,4096838
Thailand,THA,2009,5805598,38560788,10085516,9276105,4085647
Thailand,THA,2010,6039011,39018236,10044422,9092039,4076776
Thailand,THA,2011,6309605,39381656,10083742,8866111,4071738
Thailand,THA,2012,6612921,39702060,10121247,8656485,4064313
Thailand,THA,2013,6952138,39980640,10111527,8492032,4042265
Thailand,THA,2014,7319428,40216156,10046012,8378522,4000829
Thailand,THA,2015,7706943,40421280,9933228,8291357,3941600
Thailand,THA,2016,8110757,40619948,9793163,8221864,3861302
Thailand,THA,2017,8529513,40786148,9645714,8173780,3763051
Thailand,THA,2018,8964091,40886996,9484388,8133045,3659288
Thailand,THA,2019,9418582,40939436,9308046,8084952,3556747
Thailand,THA,2020,9899643,40987596,9105159,8020661,3462603
Thailand,THA,2021,10390451,41022344,8875066,7934217,3379029
Togo,TGO,1950,59974,501195,254311,338728,244324
Togo,TGO,1951,59846,507023,258120,346369,249878
Togo,TGO,1952,59736,513141,262151,354842,254892
Togo,TGO,1953,59625,519553,266353,363861,259593
Togo,TGO,1954,59442,526264,270604,372948,264485
Togo,TGO,1955,59157,533222,274887,382146,269423
Togo,TGO,1956,58824,540441,279275,391775,274079
Togo,TGO,1957,58456,547928,283865,401459,278834
Togo,TGO,1958,58067,555603,288773,411020,283680
Togo,TGO,1959,57704,563332,294075,420303,288718
Togo,TGO,1960,57388,570999,299745,429184,294056
Togo,TGO,1961,57092,578658,306029,437380,299637
Togo,TGO,1962,56848,586444,312900,445074,305579
Togo,TGO,1963,56682,594667,320305,452818,312231
Togo,TGO,1964,56756,604741,328646,462333,320179
Togo,TGO,1965,57263,618611,339110,475112,330305
Togo,TGO,1966,58261,637150,352465,491431,343157
Togo,TGO,1967,59699,659866,368089,511324,358191
Togo,TGO,1968,61421,684891,384809,533492,374159
Togo,TGO,1969,63203,709869,401202,556051,390166
Togo,TGO,1970,64907,733138,416225,577675,405439
Togo,TGO,1971,66485,754324,429201,597836,419368
Togo,TGO,1972,67961,773694,440323,616518,432213
Togo,TGO,1973,69424,792005,450425,634443,444618
Togo,TGO,1974,70964,809606,460521,652425,456827
Togo,TGO,1975,72605,826842,470764,670652,468857
Togo,TGO,1976,74370,844303,480927,689160,480913
Togo,TGO,1977,76259,861929,491546,708020,492883
Togo,TGO,1978,78240,880079,503000,727410,504670
Togo,TGO,1979,80370,899940,515882,748373,516684
Togo,TGO,1980,82745,922795,530947,772077,529551
Togo,TGO,1981,85427,949259,548555,798984,543648
Togo,TGO,1982,88382,979078,568348,828727,558812
Togo,TGO,1983,91493,1010970,589579,860054,574537
Togo,TGO,1984,94662,1043849,611762,891538,590435
Togo,TGO,1985,97780,1076651,634219,921989,605873
Togo,TGO,1986,100834,1109373,656841,951545,620783
Togo,TGO,1987,103923,1143502,680302,981093,636113
Togo,TGO,1988,107074,1179339,704565,1010662,651786
Togo,TGO,1989,110253,1216489,729601,1040043,667275
Togo,TGO,1990,113401,1254986,755535,1069195,682841
Togo,TGO,1991,116504,1294858,782290,1098042,698529
Togo,TGO,1992,119579,1336065,809797,1126896,713891
Togo,TGO,1993,118375,1331204,809099,1115989,703729
Togo,TGO,1994,118280,1340909,816380,1116178,700866
Togo,TGO,1995,123132,1407959,857398,1163504,727580
Togo,TGO,1996,127350,1469516,894252,1204902,749872
Togo,TGO,1997,130960,1527245,927420,1239179,767753
Togo,TGO,1998,134172,1583842,958097,1268378,783809
Togo,TGO,1999,137406,1642549,988139,1297778,802077
Togo,TGO,2000,140624,1701522,1016439,1327146,822312
Togo,TGO,2001,143801,1759079,1042255,1356063,844232
Togo,TGO,2002,147065,1815602,1066510,1384701,867670
Togo,TGO,2003,150540,1873483,1091036,1414529,891412
Togo,TGO,2004,154148,1933979,1116574,1446871,913641
Togo,TGO,2005,157823,1995261,1142315,1481192,935014
Togo,TGO,2006,161996,2064446,1172066,1517814,957922
Togo,TGO,2007,166536,2137978,1203284,1556543,983198
Togo,TGO,2008,171271,2211134,1233225,1596681,1010180
Togo,TGO,2009,176263,2284005,1262196,1637243,1038919
Togo,TGO,2010,181455,2353876,1288767,1678760,1069004
Togo,TGO,2011,187339,2425169,1315495,1723322,1097350
Togo,TGO,2012,193864,2497955,1342395,1771791,1120629
Togo,TGO,2013,200859,2572300,1370621,1822590,1139868
Togo,TGO,2014,208040,2648222,1401527,1873857,1156735
Togo,TGO,2015,215465,2725736,1434772,1926210,1171049
Togo,TGO,2016,223359,2804750,1469972,1977848,1185432
Togo,TGO,2017,231602,2885345,1507336,2026617,1201899
Togo,TGO,2018,240149,2967399,1546548,2073264,1219320
Togo,TGO,2019,249006,3051238,1586575,2119461,1236813
Togo,TGO,2020,258189,3137089,1628243,2164952,1254110
Togo,TGO,2021,267636,3224763,1673021,2208976,1270433
Tokelau,TKL,1950,76,597,267,415,263
Tokelau,TKL,1951,80,599,247,404,268
Tokelau,TKL,1952,86,599,247,405,273
Tokelau,TKL,1953,80,597,259,415,277
Tokelau,TKL,1954,74,591,270,423,277
Tokelau,TKL,1955,75,586,276,437,278
Tokelau,TKL,1956,79,578,279,447,286
Tokelau,TKL,1957,80,576,286,454,298
Tokelau,TKL,1958,81,585,295,459,311
Tokelau,TKL,1959,79,592,304,468,325
Tokelau,TKL,1960,82,600,311,481,340
Tokelau,TKL,1961,87,612,314,502,355
Tokelau,TKL,1962,91,627,298,516,362
Tokelau,TKL,1963,94,637,272,531,363
Tokelau,TKL,1964,95,648,251,549,365
Tokelau,TKL,1965,98,650,234,570,365
Tokelau,TKL,1966,97,649,224,595,355
Tokelau,TKL,1967,95,635,227,598,335
Tokelau,TKL,1968,94,608,234,589,309
Tokelau,TKL,1969,100,584,236,580,288
Tokelau,TKL,1970,100,556,233,570,274
Tokelau,TKL,1971,101,526,231,556,266
Tokelau,TKL,1972,101,505,243,540,261
Tokelau,TKL,1973,99,501,261,525,258
Tokelau,TKL,1974,98,504,274,518,255
Tokelau,TKL,1975,91,509,276,517,251
Tokelau,TKL,1976,92,515,273,521,248
Tokelau,TKL,1977,95,532,268,519,244
Tokelau,TKL,1978,97,548,268,514,240
Tokelau,TKL,1979,96,554,276,505,238
Tokelau,TKL,1980,94,552,289,495,236
Tokelau,TKL,1981,89,555,300,483,233
Tokelau,TKL,1982,86,565,309,471,231
Tokelau,TKL,1983,86,576,325,466,230
Tokelau,TKL,1984,91,581,349,466,231
Tokelau,TKL,1985,97,586,373,466,234
Tokelau,TKL,1986,100,593,385,460,239
Tokelau,TKL,1987,101,603,373,449,245
Tokelau,TKL,1988,103,604,341,442,248
Tokelau,TKL,1989,109,603,308,442,251
Tokelau,TKL,1990,114,599,274,452,253
Tokelau,TKL,1991,118,599,252,457,253
Tokelau,TKL,1992,122,602,251,454,244
Tokelau,TKL,1993,125,611,257,445,232
Tokelau,TKL,1994,125,615,262,433,224
Tokelau,TKL,1995,131,617,264,424,220
Tokelau,TKL,1996,135,620,265,412,219
Tokelau,TKL,1997,139,624,266,407,215
Tokelau,TKL,1998,136,631,271,408,212
Tokelau,TKL,1999,137,644,271,407,212
Tokelau,TKL,2000,137,660,271,405,216
Tokelau,TKL,2001,143,673,270,397,220
Tokelau,TKL,2002,145,669,265,384,213
Tokelau,TKL,2003,147,651,254,365,191
Tokelau,TKL,2004,150,633,236,348,168
Tokelau,TKL,2005,149,609,217,326,151
Tokelau,TKL,2006,153,588,202,305,141
Tokelau,TKL,2007,158,582,199,288,136
Tokelau,TKL,2008,159,582,208,283,136
Tokelau,TKL,2009,160,585,215,278,138
Tokelau,TKL,2010,161,590,219,276,143
Tokelau,TKL,2011,161,601,224,274,146
Tokelau,TKL,2012,159,635,240,284,144
Tokelau,TKL,2013,159,670,254,293,146
Tokelau,TKL,2014,157,666,250,299,145
Tokelau,TKL,2015,152,650,234,302,142
Tokelau,TKL,2016,151,634,219,306,137
Tokelau,TKL,2017,160,656,231,325,140
Tokelau,TKL,2018,168,715,261,351,150
Tokelau,TKL,2019,168,784,288,375,160
Tokelau,TKL,2020,161,831,304,382,167
Tokelau,TKL,2021,159,852,313,375,170
Tonga,TON,1950,2294,15749,9655,13306,8845
Tonga,TON,1951,2235,16238,9947,13742,9150
Tonga,TON,1952,2179,16753,10241,14176,9506
Tonga,TON,1953,2132,17296,10540,14621,9903
Tonga,TON,1954,2087,17858,10846,15118,10303
Tonga,TON,1955,2055,18450,11162,15646,10730
Tonga,TON,1956,2030,19065,11482,16212,11171
Tonga,TON,1957,2021,19676,11768,16770,11601
Tonga,TON,1958,2032,20275,12018,17307,12009
Tonga,TON,1959,2058,20886,12281,17874,12418
Tonga,TON,1960,2092,21504,12561,18463,12827
Tonga,TON,1961,2130,22127,12859,19065,13224
Tonga,TON,1962,2180,22759,13146,19729,13591
Tonga,TON,1963,2240,23401,13445,20441,13933
Tonga,TON,1964,2305,24052,13787,21160,14258
Tonga,TON,1965,2372,24709,14162,21905,14554
Tonga,TON,1966,2456,25372,14545,22625,14817
Tonga,TON,1967,2520,25918,14870,23336,15102
Tonga,TON,1968,2563,26332,15133,24060,15356
Tonga,TON,1969,2609,26716,15423,24776,15487
Tonga,TON,1970,2655,27103,15759,25482,15494
Tonga,TON,1971,2708,27498,16149,26176,15392
Tonga,TON,1972,2759,27863,16626,26856,15188
Tonga,TON,1973,2815,28222,17179,27460,14951
Tonga,TON,1974,2886,28679,17701,27925,14833
Tonga,TON,1975,2978,29189,18203,28303,14817
Tonga,TON,1976,3081,29657,18750,28648,14802
Tonga,TON,1977,3167,30058,19228,28704,14711
Tonga,TON,1978,3240,30403,19562,28474,14564
Tonga,TON,1979,3318,30735,19805,28202,14464
Tonga,TON,1980,3400,31042,19998,27897,14388
Tonga,TON,1981,3487,31289,20188,27585,14312
Tonga,TON,1982,3584,31469,20423,27229,14246
Tonga,TON,1983,3687,31551,20724,26814,14220
Tonga,TON,1984,3806,31527,21089,26369,14250
Tonga,TON,1985,3937,31382,21486,25944,14325
Tonga,TON,1986,4060,31156,21872,25613,14398
Tonga,TON,1987,4176,31277,22122,25404,14429
Tonga,TON,1988,4272,31786,22170,25335,14392
Tonga,TON,1989,4358,32330,22036,25407,14266
Tonga,TON,1990,4456,32888,21737,25571,14092
Tonga,TON,1991,4561,33432,21345,25756,13937
Tonga,TON,1992,4673,33942,20924,25909,13828
Tonga,TON,1993,4794,34368,20568,25985,13792
Tonga,TON,1994,4911,34690,20349,25946,13856
Tonga,TON,1995,5030,34869,20270,25832,13994
Tonga,TON,1996,5153,34932,20338,25677,14109
Tonga,TON,1997,5273,35278,20479,25477,14163
Tonga,TON,1998,5376,35918,20605,25293,14168
Tonga,TON,1999,5465,36495,20709,25202,14124
Tonga,TON,2000,5546,37016,20779,25212,14067
Tonga,TON,2001,5620,37483,20780,25279,14062
Tonga,TON,2002,5706,37902,20706,25384,14124
Tonga,TON,2003,5802,38263,20581,25535,14245
Tonga,TON,2004,5905,38579,20459,25723,14388
Tonga,TON,2005,5985,38823,20400,25944,14492
Tonga,TON,2006,6047,39020,20418,26152,14565
Tonga,TON,2007,6098,39369,20393,26256,14535
Tonga,TON,2008,6130,39870,20296,26285,14364
Tonga,TON,2009,6129,40348,20187,26326,14169
Tonga,TON,2010,6174,40699,20176,26237,14115
Tonga,TON,2011,6281,40895,20192,26094,14163
Tonga,TON,2012,6358,41003,20087,25996,14073
Tonga,TON,2013,6392,41032,19944,25840,13897
Tonga,TON,2014,6383,41020,19824,25640,13772
Tonga,TON,2015,6362,40987,19774,25448,13569
Tonga,TON,2016,6356,40999,19779,25268,13319
Tonga,TON,2017,6375,41097,19778,25084,13096
Tonga,TON,2018,6414,41260,19776,24878,12839
Tonga,TON,2019,6460,41437,19822,24678,12568
Tonga,TON,2020,6515,41829,20006,24580,12335
Tonga,TON,2021,6584,42380,20366,24521,12183
Trinidad and Tobago,TTO,1950,25491,254141,109096,151594,108297
Trinidad and Tobago,TTO,1951,25031,258842,110369,158621,112426
Trinidad and Tobago,TTO,1952,24497,263830,112005,166090,116389
Trinidad and Tobago,TTO,1953,24042,269080,114123,173736,120388
Trinidad and Tobago,TTO,1954,23831,274466,116921,181670,124562
Trinidad and Tobago,TTO,1955,23786,279783,120459,190004,128550
Trinidad and Tobago,TTO,1956,23897,285038,124720,198354,131629
Trinidad and Tobago,TTO,1957,24149,290198,129699,206552,133977
Trinidad and Tobago,TTO,1958,24571,295341,135324,214538,136185
Trinidad and Tobago,TTO,1959,25147,300309,141334,222436,137916
Trinidad and Tobago,TTO,1960,25841,304772,147401,229760,139293
Trinidad and Tobago,TTO,1961,26918,308782,152576,235335,141420
Trinidad and Tobago,TTO,1962,28329,312526,156933,239774,143957
Trinidad and Tobago,TTO,1963,29868,316174,161304,244385,145936
Trinidad and Tobago,TTO,1964,31533,319683,165930,249167,147089
Trinidad and Tobago,TTO,1965,33323,322983,171018,254124,147022
Trinidad and Tobago,TTO,1966,35228,326047,176365,259596,145366
Trinidad and Tobago,TTO,1967,37244,328926,181900,265496,142122
Trinidad and Tobago,TTO,1968,39297,331696,187850,271095,137773
Trinidad and Tobago,TTO,1969,41294,334415,194759,275286,132893
Trinidad and Tobago,TTO,1970,42662,338424,202643,276727,128446
Trinidad and Tobago,TTO,1971,43476,344306,210277,276178,125898
Trinidad and Tobago,TTO,1972,44279,351167,216826,274856,125915
Trinidad and Tobago,TTO,1973,45055,358818,222776,272270,127645
Trinidad and Tobago,TTO,1974,46038,367390,228657,268197,130015
Trinidad and Tobago,TTO,1975,47136,376796,234549,263147,132395
Trinidad and Tobago,TTO,1976,48153,386669,240444,257993,134444
Trinidad and Tobago,TTO,1977,49149,396863,246243,253332,136109
Trinidad and Tobago,TTO,1978,50276,407712,251087,249387,138108
Trinidad and Tobago,TTO,1979,51512,419605,253690,246228,141280
Trinidad and Tobago,TTO,1980,52676,431655,254023,244060,145439
Trinidad and Tobago,TTO,1981,53715,442644,252969,243315,150060
Trinidad and Tobago,TTO,1982,54684,452723,250836,244330,154568
Trinidad and Tobago,TTO,1983,55646,462819,247497,247186,158130
Trinidad and Tobago,TTO,1984,56537,473537,242861,251778,160039
Trinidad and Tobago,TTO,1985,57406,485753,237891,257878,160863
Trinidad and Tobago,TTO,1986,58383,499379,233341,264663,160610
Trinidad and Tobago,TTO,1987,59366,513303,229250,271016,158511
Trinidad and Tobago,TTO,1988,60278,526918,225840,276822,154779
Trinidad and Tobago,TTO,1989,61161,539674,223273,282275,149829
Trinidad and Tobago,TTO,1990,62045,551327,221946,287573,143634
Trinidad and Tobago,TTO,1991,63009,561965,222351,292310,136597
Trinidad and Tobago,TTO,1992,63940,571706,224626,295434,129800
Trinidad and Tobago,TTO,1993,64812,580705,228674,296196,123592
Trinidad and Tobago,TTO,1994,65658,589155,234315,294197,118076
Trinidad and Tobago,TTO,1995,66514,597555,240878,289623,113261
Trinidad and Tobago,TTO,1996,67436,606520,247667,282863,108956
Trinidad and Tobago,TTO,1997,68255,616206,254102,274558,105058
Trinidad and Tobago,TTO,1998,69122,626265,260083,265296,101816
Trinidad and Tobago,TTO,1999,69947,636215,265771,255596,99538
Trinidad and Tobago,TTO,2000,70760,646387,271355,245462,98239
Trinidad and Tobago,TTO,2001,71880,657432,276449,235102,97713
Trinidad and Tobago,TTO,2002,73352,669487,280028,225451,97652
Trinidad and Tobago,TTO,2003,74958,682352,281370,217006,97866
Trinidad and Tobago,TTO,2004,76800,696111,280086,210109,98074
Trinidad and Tobago,TTO,2005,79065,710677,276370,204737,98229
Trinidad and Tobago,TTO,2006,81535,725735,270566,200497,98599
Trinidad and Tobago,TTO,2007,84258,740986,263285,197019,99313
Trinidad and Tobago,TTO,2008,87279,755862,255051,194406,100210
Trinidad and Tobago,TTO,2009,90897,770227,246364,192721,100988
Trinidad and Tobago,TTO,2010,95080,784418,237191,191961,101647
Trinidad and Tobago,TTO,2011,99655,798263,227737,192198,102168
Trinidad and Tobago,TTO,2012,104807,811047,218922,193269,102334
Trinidad and Tobago,TTO,2013,110508,822097,211237,194798,102091
Trinidad and Tobago,TTO,2014,116709,831117,205028,196171,101638
Trinidad and Tobago,TTO,2015,123429,838202,200256,197368,100925
Trinidad and Tobago,TTO,2016,130480,843813,196609,198643,99789
Trinidad and Tobago,TTO,2017,137683,848700,193998,199907,98328
Trinidad and Tobago,TTO,2018,145607,862520,197612,201627,97341
Trinidad and Tobago,TTO,2019,153940,869170,198301,202528,96021
Trinidad and Tobago,TTO,2020,162056,865248,194427,202373,94038
Trinidad and Tobago,TTO,2021,169363,866862,195002,202121,92323
Tunisia,TUN,1950,158828,1354996,635407,856474,600589
Tunisia,TUN,1951,155983,1373317,645242,888081,611165
Tunisia,TUN,1952,154566,1391273,655319,920520,622699
Tunisia,TUN,1953,153698,1409500,666384,951032,637538
Tunisia,TUN,1954,152809,1428454,679764,980505,653253
Tunisia,TUN,1955,152557,1448547,696292,1010148,668005
Tunisia,TUN,1956,150688,1458583,716222,1039137,681738
Tunisia,TUN,1957,146659,1461369,729992,1057176,696465
Tunisia,TUN,1958,142285,1467688,736125,1064512,713281
Tunisia,TUN,1959,137967,1473898,743420,1073124,729489
Tunisia,TUN,1960,134080,1480301,751834,1084627,744624
Tunisia,TUN,1961,130620,1486441,760573,1100642,758119
Tunisia,TUN,1962,127716,1492403,769039,1121574,771017
Tunisia,TUN,1963,125687,1499469,775451,1147761,784562
Tunisia,TUN,1964,124330,1508725,781269,1176463,798634
Tunisia,TUN,1965,123996,1522352,789751,1206819,814366
Tunisia,TUN,1966,126490,1540932,803876,1246930,830748
Tunisia,TUN,1967,131236,1564724,825037,1294119,846160
Tunisia,TUN,1968,136469,1595367,852195,1339942,861041
Tunisia,TUN,1969,142159,1630617,884149,1383502,874741
Tunisia,TUN,1970,148242,1667712,920037,1425184,886228
Tunisia,TUN,1971,154565,1706336,960891,1464708,895542
Tunisia,TUN,1972,161220,1745736,1006552,1502013,904639
Tunisia,TUN,1973,168451,1784814,1056697,1537888,915806
Tunisia,TUN,1974,176269,1826477,1108028,1571899,930449
Tunisia,TUN,1975,184617,1873251,1157975,1604211,949026
Tunisia,TUN,1976,195013,1925898,1205140,1632241,971713
Tunisia,TUN,1977,207686,1984068,1248911,1656429,995682
Tunisia,TUN,1978,220716,2045802,1291439,1681446,1015485
Tunisia,TUN,1979,233535,2111589,1332570,1709218,1029283
Tunisia,TUN,1980,246187,2181980,1372662,1739461,1037869
Tunisia,TUN,1981,258600,2257650,1411120,1772148,1044534
